variant_id,ticker,provider,metric,actual,expected,delta,delta_pct
meta-financialdatasets-rest,META,Financial Datasets,free_cash_flow,13229000000,13229000000,0,0.0
meta-sec-edgar,META,SEC EDGAR,revenue,56311000000,56311000000,0,0.0
meta-sec-edgar,META,SEC EDGAR,net_income,26773000000,26773000000,0,0.0
meta-sec-edgar,META,SEC EDGAR,total_assets,395250000000,395250000000,0,0.0
meta-sec-edgar,META,SEC EDGAR,operating_cash_flow,32226000000,32226000000,0,0.0
meta-sec-edgar,META,SEC EDGAR,capital_expenditures,19840000000,18997000000,843000000,0.04437542769911038
meta-sec-edgar,META,SEC EDGAR,free_cash_flow,12386000000,13229000000,-843000000,-0.06372363746314914
msft-financialdatasets-rest,MSFT,Financial Datasets,revenue,82886000000,82886000000,0,0.0
msft-financialdatasets-rest,MSFT,Financial Datasets,net_income,31778000000,31778000000,0,0.0
msft-financialdatasets-rest,MSFT,Financial Datasets,total_assets,694228000000,694228000000,0,0.0
msft-financialdatasets-rest,MSFT,Financial Datasets,operating_cash_flow,46679000000,46679000000,0,0.0
msft-financialdatasets-rest,MSFT,Financial Datasets,capital_expenditures,30876000000,30876000000,0,0.0
msft-financialdatasets-rest,MSFT,Financial Datasets,free_cash_flow,15803000000,15803000000,0,0.0
msft-sec-edgar,MSFT,SEC EDGAR,revenue,82886000000,82886000000,0,0.0
msft-sec-edgar,MSFT,SEC EDGAR,net_income,31778000000,31778000000,0,0.0
msft-sec-edgar,MSFT,SEC EDGAR,total_assets,694228000000,694228000000,0,0.0
msft-sec-edgar,MSFT,SEC EDGAR,operating_cash_flow,46679000000,46679000000,0,0.0
msft-sec-edgar,MSFT,SEC EDGAR,capital_expenditures,30876000000,30876000000,0,0.0
msft-sec-edgar,MSFT,SEC EDGAR,free_cash_flow,15803000000,15803000000,0,0.0
pg-financialdatasets-rest,PG,Financial Datasets,revenue,21235000000,21235000000,0,0.0
pg-financialdatasets-rest,PG,Financial Datasets,net_income,3932000000,3932000000,0,0.0
pg-financialdatasets-rest,PG,Financial Datasets,total_assets,128378000000,128378000000,0,0.0
pg-financialdatasets-rest,PG,Financial Datasets,operating_cash_flow,4045000000,4045000000,0,0.0
pg-financialdatasets-rest,PG,Financial Datasets,capital_expenditures,1019000000,1019000000,0,0.0
pg-financialdatasets-rest,PG,Financial Datasets,free_cash_flow,3026000000,3026000000,0,0.0
pg-sec-edgar,PG,SEC EDGAR,revenue,21235000000,21235000000,0,0.0
pg-sec-edgar,PG,SEC EDGAR,net_income,3932000000,3932000000,0,0.0
pg-sec-edgar,PG,SEC EDGAR,total_assets,128378000000,128378000000,0,0.0
pg-sec-edgar,PG,SEC EDGAR,operating_cash_flow,4045000000,4045000000,0,0.0
pg-sec-edgar,PG,SEC EDGAR,capital_expenditures,1019000000,1019000000,0,0.0
pg-sec-edgar,PG,SEC EDGAR,free_cash_flow,3026000000,3026000000,0,0.0
tsla-financialdatasets-rest,TSLA,Financial Datasets,revenue,22387000000,22387000000,0,0.0
tsla-financialdatasets-rest,TSLA,Financial Datasets,net_income,477000000,477000000,0,0.0
tsla-financialdatasets-rest,TSLA,Financial Datasets,total_assets,143724000000,143724000000,0,0.0
tsla-financialdatasets-rest,TSLA,Financial Datasets,operating_cash_flow,3937000000,3937000000,0,0.0
tsla-financialdatasets-rest,TSLA,Financial Datasets,capital_expenditures,2493000000,2493000000,0,0.0
tsla-financialdatasets-rest,TSLA,Financial Datasets,free_cash_flow,1444000000,1444000000,0,0.0
tsla-sec-edgar,TSLA,SEC EDGAR,revenue,22387000000,22387000000,0,0.0
tsla-sec-edgar,TSLA,SEC EDGAR,net_income,491000000,477000000,14000000,0.029350104821802937
tsla-sec-edgar,TSLA,SEC EDGAR,total_assets,143724000000,143724000000,0,0.0
tsla-sec-edgar,TSLA,SEC EDGAR,operating_cash_flow,3937000000,3937000000,0,0.0
tsla-sec-edgar,TSLA,SEC EDGAR,capital_expenditures,2493000000,2493000000,0,0.0
tsla-sec-edgar,TSLA,SEC EDGAR,free_cash_flow,1444000000,1444000000,0,0.0
wmt-financialdatasets-rest,WMT,Financial Datasets,revenue,179496000000,190656000000,-11160000000,-0.05853474320241692
wmt-financialdatasets-rest,WMT,Financial Datasets,net_income,6143000000,4237000000,1906000000,0.44984658956809065
wmt-financialdatasets-rest,WMT,Financial Datasets,total_assets,288655000000,284668000000,3987000000,0.014005789200050585
wmt-financialdatasets-rest,WMT,Financial Datasets,operating_cash_flow,27452000000,14113000000,13339000000,0.9451569474952172
wmt-financialdatasets-rest,WMT,Financial Datasets,capital_expenditures,18627000000,8015000000,10612000000,1.3240174672489082
wmt-financialdatasets-rest,WMT,Financial Datasets,free_cash_flow,8825000000,6098000000,2727000000,0.44719580190226305
wmt-sec-edgar,WMT,SEC EDGAR,revenue,190656000000,190656000000,0,0.0
wmt-sec-edgar,WMT,SEC EDGAR,net_income,4237000000,4237000000,0,0.0
wmt-sec-edgar,WMT,SEC EDGAR,total_assets,284668000000,284668000000,0,0.0
wmt-sec-edgar,WMT,SEC EDGAR,operating_cash_flow,14113000000,14113000000,0,0.0
wmt-sec-edgar,WMT,SEC EDGAR,capital_expenditures,8015000000,8015000000,0,0.0
wmt-sec-edgar,WMT,SEC EDGAR,free_cash_flow,6098000000,6098000000,0,0.0
xom-financialdatasets-rest,XOM,Financial Datasets,revenue,85138000000,85138000000,0,0.0
xom-financialdatasets-rest,XOM,Financial Datasets,net_income,4183000000,4183000000,0,0.0
xom-financialdatasets-rest,XOM,Financial Datasets,total_assets,464410000000,464410000000,0,0.0
xom-financialdatasets-rest,XOM,Financial Datasets,operating_cash_flow,8705000000,8705000000,0,0.0
xom-financialdatasets-rest,XOM,Financial Datasets,capital_expenditures,6470000000,6470000000,0,0.0
xom-financialdatasets-rest,XOM,Financial Datasets,free_cash_flow,2235000000,2235000000,0,0.0
xom-sec-edgar,XOM,SEC EDGAR,revenue,85138000000,85138000000,0,0.0
xom-sec-edgar,XOM,SEC EDGAR,net_income,4183000000,4183000000,0,0.0
xom-sec-edgar,XOM,SEC EDGAR,total_assets,464410000000,464410000000,0,0.0
xom-sec-edgar,XOM,SEC EDGAR,operating_cash_flow,8705000000,8705000000,0,0.0
xom-sec-edgar,XOM,SEC EDGAR,capital_expenditures,6470000000,6470000000,0,0.0
xom-sec-edgar,XOM,SEC EDGAR,free_cash_flow,2235000000,2235000000,0,0.0
